short,stem,long,stem_count,long_count
rng,{'relat neighborhood graph'},{'relative neighborhood graph'},1,1
rnn,"{'and deep learn : recurr neural network', 'deep learn mechan : recurr neural network', 'deep learn : recurr neural network', 'recurr neural network'}","{'deep learning: recurrent neural network', 'deep learning mechanisms: recurrent neural network', 'recurrent neural networks', 'and deep learning: recurrent neural network', 'recurrent neural network'}",5,5
rnns,{'recurr neural network'},{'recurrent neural networks'},1,1
ro,{'ring oscil'},{'ring oscillator'},1,1
roc,"{'retinopathi onlin challeng', 'receiv oper curv', 'receiv oper characterist'}","{'receiver operator characteristics', 'receiver operator characteristic', 'receiver operating characteristic', 'receiver-operating characteristic', 'retinopathy online challenge', 'receiver-operator curve', 'receiver operating characteristics'}",7,7
rocs,{'receiv oper characterist'},{'receiver operation characteristics'},1,1
roi,{'region of interest'},{'region of interest'},1,1
ros,{'reactiv oxygen speci'},{'reactive oxygen species'},1,1
rp,"{'recur renc plot', 'readi potenti', 'random project'}","{'recur-rence plots', 'random projection', 'readiness potential'}",3,3
rpnet,{'random patch network'},{'random patches network'},1,1
rpv,{'rahman pinti verstraet'},{'rahman-pinty-verstraete'},1,1
rr,{'reduc refer'},{'reduced-reference'},1,1
rram,"{'resist switch memori', 'resist switch random access memori'}","{'resistive switching memory', 'resistive switching random access memory', 'resistive-switching random access memory', 'resistive-switching memory'}",4,4
rre,{'revers reduc error'},{'reverse reduce-error'},1,1
rrnn,{'recurr regress neural network'},{'recurrent regression neural network'},1,1
rs,"{'veri high resolut ( vhr ) remot sens', 'remot sens', 'patholog respiratori sound', 'rough set', 'random subspac'}","{'remote sensing', 'very high resolution (vhr) remote sensing', 'rough set', 'pathological respiratory sound', 'random subspace'}",5,5
rsm,{'respons surfac methodolog'},{'response surface methodology'},1,1
rss,"{'receiv signal strength', 'recommend system'}","{'received signal strength', 'recommender systems'}",2,2
rssi,{'receiv signal strength indic'},"{'received signal strength indication', 'received signal strength indicator'}",2,2
rsss,{'receiv signal strength'},{'received signal strengths'},1,1
rst,{'rhetor structur theori'},{'rhetorical structure theory'},1,1
rsvp,{'rapid serial visual present'},{'rapid serial visual presentation'},1,1
rt,{'radiat transfer'},{'radiative transfer'},1,1
rt&tc,{'road type and traffic congest'},{'road type and traffic congestion'},1,1
rta,{'reverber time awar'},{'reverberation-time-aware'},1,1
rtc-a,{'residu total correl analysi'},{'residual total correlation analysis'},1,1
rtds,{'real time digit simul'},"{'real-time digital simulation', 'real-time digital simulator'}",2,2
rtlss,{'real time locat system'},{'real-time locating systems'},1,1
rtn,{'random telegraph nois'},{'random telegraph noise'},1,1
rtrbm,{'recurr tempor restrict boltzmann machin'},{'recurrent temporal restricted boltzmann machine'},1,1
rts,{'radiant time seri'},{'radiant time series'},1,1
rul,{'remain use life'},{'remaining useful life'},1,1
rvfl,{'random vector function link'},{'random vector functional link'},1,1
rvi,{'redund via insert'},{'redundant via insertion'},1,1
rvm,{'reduc support vector machin'},{'reduced support vector machine'},1,1
rvmc,{'relev vector machin classifi'},{'relevance vector machine classifier'},1,1
rvms,{'relev vector machin'},{'relevance vector machines'},1,1
rvr,{'relev vector regress'},{'relevance vector regression'},1,1
rvtdnn,{'real valu time delay neural network'},{'real-valued time delay neural network'},1,1
rwbs,{'repeat weight boost search'},{'repeating weighted boosting search'},1,1
rwm,{'refer wind mast'},{'reference wind mast'},1,1
s,{'rdf'},{'rdf'},1,1
s-iot,{'social internet of thing'},{'social internet of things'},1,1
s-lstm,{'stack long short term memori'},{'stacked-long short-term memory'},1,1
s-sae,{'segment stack autoencod'},{'segmented stacked autoencoder'},1,1
sa,{'sentiment analysi'},{'sentiment analysis'},1,1
sae,"{'spars auto encod', 'spars autoencod', 'stack auto encod', 'stack autoencod'}","{'sparse autoencoder', 'sparse auto-encoder', 'stacked autoencoder', 'stacked auto-encoder'}",4,4
saes,{'stack autoencod'},{'stacked autoencoders'},1,1
sail,{'scatter by arbitrarili inclin leav'},{'scattering by arbitrarily inclined leaves'},1,1
sal,"{'student ’ approach to learn', 'student approach to learn'}","{'student approach to learning', 'students’ approaches to learning'}",2,2
salns,{'self adapt larg neighborhood search'},{'self-adaptive large neighborhood search'},1,1
samoa,{'scalabl advanc massiv onlin analysi'},{'scalable advanced massive online analysis'},1,1
sao,{'sampl adapt offset'},{'sample adaptive offset'},1,1
sar,"{'syntheticapertur radar', 'social assist robot', 'synthet apertur radar'}","{'synthetical aperture radar', 'syntheticaperture radar', 'socially assistive robotics', 'synthetic aperture radar'}",4,4
sart,{'simultan algebra reconstruct techniqu'},{'simultaneous algebraic reconstruction technique'},1,1
sasa,{'solvent access surfac area'},{'solvent accessible surface area'},1,1
sbir,{'sketch base imag retriev'},"{'sketch-based image retrieval', 'sketch based image retrieval'}",2,2
sbp,{'subbottom profil'},{'subbottom profile'},1,1
sbr,{'skill base rout'},{'skill based routing'},1,1
sc,{'spars code'},{'sparse coding'},1,1
sc-svm,{'cost sensit support vector machin'},{'cost-sensitive support vector machine'},1,1
sca,{'sudden cardiac arrest'},{'sudden cardiac arrest'},1,1
scada,{'supervisori control and data acquisit'},{'supervisory control and data acquisition'},1,1
scaffolding systems,{'temporari facil'},{'temporary facilities'},1,1
scc,"{'short circuit capac', 'screen content code'}","{'screen content coding', 'short circuit capacity'}",2,2
scf,"{'spars code fusion', 'suppli chain financ'}","{'sparse codes fusion', 'supply chain finance'}",2,2
scg,{'scale conjug gradient'},{'scaled conjugate gradient'},1,1
sci,{'sourc camera identif'},{'source camera identification'},1,1
scica-rls,{'spatial constraint independ compon analysi base recurs least squar'},{'spatial constraint independent component analysis based recursive least squares'},1,1
scis,{'screen content imag'},{'screen content images'},1,1
scm,{'storag class memori'},{'storage class memory'},1,1
scma,{'spars code multipl access'},{'sparse code multiple access'},1,1
scrf,{'spars crf'},{'sparse crf'},1,1
scrm,{'suppli chain risk manag'},{'supply chain risk management'},1,1
scss,{'singl channel sourc separ'},{'single-channel source separation'},1,1
scuc,{'secur constraint unit commit'},{'security constraint unit commitment'},1,1
sd,{'semant differenti'},{'semantic differential'},1,1
sd-oct,{'spectral domain oct'},{'spectral domain oct'},1,1
sda,{'stack denois autoencod'},"{'stacked denoising autoencoder', 'stacked denoising autoencoders'}",2,2
sdae,"{'stack denois auto encod', 'stack denois autoencod'}","{'stacked denoising auto-encoder', 'stacked denoising autoencoder'}",2,2
sdhw,{'solar domest hot water'},{'solar domestic hot water'},1,1
sdi,{'select dissemin of inform'},{'selective dissemination of information'},1,1
sdn,{'softwar defin network'},"{'software defined network', 'software defined networking', 'software defined networks'}",3,3
sdns,{'softwar defin network'},{'software-defined networks'},1,1
sdp,"{'softwar defect predict', 'semi definit program'}","{'software defect prediction', 'semi-definite programming'}",2,2
sdr,{'softwar defin radio'},{'software defined radio'},1,1
sds,{'spoken dialogu system'},{'spoken dialogue system'},1,1
sdss,{'spatial decis support system'},{'spatial decision support system'},1,1
se,{'speech enhanc'},{'speech enhancement'},1,1
seabass,"{'dicentrarchus labrax , l .'}","{'dicentrarchus labrax, l.'}",1,1
seed,{'centroid'},{'centroid'},1,1
semi-,{'semanticsen'},{'semanticsenabled'},1,1
sfa,{'subcutan fat area'},{'subcutaneous fat area'},1,1
sffs,{'sequenti float forward select'},{'sequential floating forward selection'},1,1
sfm,{'structur from motion'},{'structure from motion'},1,1
sfs,"{'sequenti forward featur select algorithm', 'sequenti forward search'}","{'sequential forward search', 'sequential forward feature selection algorithm'}",2,2
sgbp,{'stochast gradient descent back propag'},{'stochastic gradient descent back-propagation'},1,1
sgd,"{'shape geometr descriptor', 'stochast gradient descent'}","{'stochastic gradient descent', 'shape geometric descriptor'}",2,2
sgl,{'spars group lasso'},{'sparse group lasso'},1,1
sgwt,{'second generat wavelet transform'},{'second generation wavelet transform'},1,1
shems,{'smart home energi manag system'},{'smart home energy management system'},1,1
shids,{'spars'},{'sparse'},1,1
shm,{'structur health monitor'},"{'structural health monitoring', 'structure health monitoring'}",2,2
shw,{'season holt winter'},{'seasonal holt-winters'},1,1
si,"{'side inform', 'signal integr'}","{'signal integrity', 'side information'}",2,2
sif,{'solar induc chlorophyl fluoresc'},{'solar-induced chlorophyll fluorescence'},1,1
sift,{'scale invari featur transform'},"{'scale-invariant feature transform', 'scale invariant feature transform'}",2,2
signal,{'quantize'},{'quantization'},1,1
silus,{'sigmoid weight linear unit'},{'sigmoid-weighted linear units'},1,1
simd,{'singl instruct multipl data'},{'single instruction multiple data'},1,1
siot,"{'social iot', 'social internet of thing'}","{'social internet of things', 'social iot'}",2,2
sjs,{'splice junction'},{'splice junctions'},1,1
sk,{'streptokinas'},{'streptokinase'},1,1
sl,{'synchron likelihood'},{'synchronization likelihood'},1,1
sla,{'servic level agreement'},{'service-level agreement'},1,1
slam,"{'simultan local and map', 'visual simultan local and map'}","{'visual simultaneous localization and mapping', 'simultaneous localization and mapping'}",2,2
sldl,{'semi coupl low rank discrimin dictionari learn'},{'semi-coupled low-rank discriminant dictionary learning'},1,1
sle,{'system lupus erythematosus'},{'systemic lupus erythematosus'},1,1
slfg,{'stochast linear formal grammar'},{'stochastic linear formal grammar'},1,1
slfns,{'singl hidden layer feedforward neural network'},{'single-hidden layer feedforward neural networks'},1,1
slgs,{'symmetr local graph structur'},{'symmetric local graph structure'},1,1
slico,{'superpixel'},{'superpixel'},1,1
slm,{'select laser melt'},"{'selective laser melting', 'selective laser melt'}",2,2
slp,{'sensor ( loop detector ) locat problem'},{'sensor (loop detector) location problem'},1,1
slr,{'systemat literatur review'},{'systematic literature review'},1,1
slu,{'spoken languag understand'},{'spoken language understanding'},1,1
sm,{'soil moistur'},{'soil moisture'},1,1
smd,"{'submanifold decomposit', 'smart meter data'}","{'submanifold decomposition', 'smart meter data'}",2,2
smes,{'small and medium size enterpris'},{'small and medium-sized enterprises'},1,1
smf,{'success morpholog transform filter'},{'successive morphologic transform filtering'},1,1
sml,{'supervis machin learn'},{'supervised machine learning'},1,1
smlr,{'spars multinomi logist regress'},{'sparse multinomial logistic regression'},1,1
smn,{'scene match navig'},{'scene matching navigation'},1,1
smo,"{'malwar trojan hors detect autom analysi sequenti minim optim', 'sequenti minim optim'}","{'sequential minimal optimization', 'malwares trojan horse detection automated analysis sequential minimal optimization'}",2,2
smos,{'soil moistur and ocean salin'},{'soil moisture and ocean salinity'},1,1
smote,{'synthet minor over sampl techniqu'},{'synthetic minority over-sampling technique'},1,1
smr,{'sensorimotor rhythm'},{'sensorimotor rhythms'},1,1
smri,{'structur mri'},{'structural mri'},1,1
sms,{'short messag servic'},{'short message service'},1,1
smt,{'synchron measur technolog'},{'synchronized measurement technology'},1,1
smv,{'support vector machin'},{'support vector machine'},1,1
smvq,{'side match vector quantize'},{'side match vector quantization'},1,1
snn,{'spike neural network'},{'spiking neural network'},1,1
snns,{'spike neural network'},{'spiking neural networks'},1,1
snp,{'singl nucleotid polymorph'},{'single nucleotide polymorphism'},1,1
snps,{'singl nucleotid polymorph'},{'single nucleotide polymorphisms'},1,1
snr,"{'a priori signal to nois ratio', 'signal to nois ratio'}","{'a priori signal-to-noise ratio', 'signal-to-noise ratio'}",2,2
sns,{'social network servic'},{'social networking service'},1,1
sobi,{'second order blind identif'},{'second-order blind identification'},1,1
soc,"{'system on a chip', 'system on chip', 'state of charg', 'batteri state of charg'}","{'state-of-charge', 'state of charge', 'system on chip', 'system-on-chip', 'system-on-a-chip', 'battery state of charge'}",6,6
socp,{'second order cone program'},{'second-order cone programming'},1,1
soeks,{'set of experi knowledg'},{'set of experience knowledge'},1,1
sofc,{'self organ fuzzi control'},{'self-organizing fuzzy controller'},1,1
soh,{'state of health'},"{'state-of-health', 'state of health'}",2,2
soi,{'silicon on insul'},{'silicon on insulator'},1,1
soinn,{'self organ increment neural network'},{'self-organizing incremental neural network'},1,1
som,{'self organ map'},"{'self-organizing maps', 'self organization map', 'self-organizing map', 'self organizing map'}",4,4
son,{'self organ network'},"{'self-organizing network', 'self-organizing networks'}",2,2
sonar,{'sound navig and rang'},{'sound navigation and ranging'},1,1
sosvm,{'structur output support vector machin'},{'structured output support vector machine'},1,1
sp,{'spatial pyramid'},{'spatial pyramid'},1,1
sparse-mvtc,{'spars multiview task central'},{'sparse multiview task-centralized'},1,1
spect,{'singl photon emiss comput tomographi'},{'single photon emission computed tomography'},1,1
spei,{'standard precipit and evapotranspir index'},{'standardized precipitation and evapotranspiration index'},1,1
spine,{'signal process in node environ'},{'signal processing in node environment'},1,1
spit,{'spam over internet telephoni'},{'spam over internet telephony'},1,1
splr,{'spars logist regress'},{'sparse logistic regression'},1,1
spm,{'spatial pyramid match'},{'spatial pyramid matching'},1,1
spn,{'sensor pattern nois'},{'sensor pattern noise'},1,1
spns,{'sum product network'},{'sum-product networks'},1,1
spo 2,{'satur of peripher oxygen'},{'saturation of peripheral oxygen'},1,1
spom,{'sign poisson map'},{'signed poisson mapping'},1,1
spot,"{""satellit pour l'observ de la terr""}","{""satellite pour l'observation de la terre""}",1,1
spp,{'spatial pyramid pool'},{'spatial pyramid pooling'},1,1
sps,"{'support pattern', 'superpixel segment'}","{'superpixel segmentation', 'support patterns'}",2,2
spwvd,{'smooth pseudo wigner vill distribut'},{'smoothed pseudo wigner-ville distribution'},1,1
sqi,{'signal qualiti index'},{'signal quality index'},1,1
sr,"{'imag super resolut', 'sinus rhythm', 'super resolut restor', 'super resolut', 'project spars represent', 'singl imag super resolut', 'spars represent', 'face super resolut'}","{'face super-resolution', 'single image super-resolution', 'super resolution', 'super-resolution', 'sinus rhythm', 'image super-resolution', 'sparse representation', 'super resolution restoration', 'projective sparse representation'}",9,9
sraf,{'sub resolut assist featur'},{'sub-resolution assist feature'},1,1
sram,{'static random access memori'},{'static random access memory'},1,1
src,"{'spars represent base classifi', 'spars represent base classif'}","{'sparse representation based classification', 'sparse representation-based classifier'}",2,2
srcs,{'stepwis regress correl select'},{'stepwise regression-correlation selection'},1,1
srf,{'structur random forest'},{'structured random forest'},1,1
srgm,{'softwar reliabl growth model'},{'software reliability growth model'},1,1
srkda,{'spectral regress kernel discrimin analysi'},{'spectral regression kernel discriminant analysis'},1,1
srm,"{'structur risk minim', 'statist region merg'}","{'statistical region merging', 'structural risk minimization'}",2,2
srn,{'simultan recurr network'},{'simultaneous recurrent network'},1,1
srois,{'segment region of interest'},{'segmented regions-of-interest'},1,1
ssae,"{'stack spars autoencod', 'stack spars auto encod', 'stack spars autoencod network'}","{'stacked sparse autoencoder', 'stacked sparse autoencoder network', 'stacked sparse auto-encoder'}",3,3
ssc,"{'spars subspac cluster', 'semi supervis cluster'}","{'semi-supervised clustering', 'sparse subspace clustering'}",2,2
ssdr,{'semi supervis dimension reduct'},{'semi-supervised dimensionality reduction'},1,1
ssim,"{'structur similar', 'simultan sensor integr and model', 'structur similar index'}","{'simultaneous sensor integration and modelling', 'structural similarity', 'structural similarity index'}",3,3
ssl,"{'sound sourc local', 'semisupervis learn', 'semi supervis learn', 'semi superis learn'}","{'semi-supervised learning', 'sound source localization', 'semi-superised learning', 'semisupervised learning'}",4,4
ssmo,{'simplifi sequenti minim optim'},{'simplified sequential minimal optimization'},1,1
ssr,{'share spars regress'},{'shared sparse regression'},1,1
ssrn,{'spectral spatial residu network'},{'spectral-spatial residual network'},1,1
sss,{'small sampl size'},"{'small-sample-size', 'small sample size'}",2,2
sst,{'silent sound technolog'},{'silent sound technology'},1,1
ssvep,{'steadi state visual evok potenti'},{'steady-state visual evoked potential'},1,1
ssvm,{'structur support vector machin'},{'structural support vector machine'},1,1
st,"{'s transform', 'modifi s transform'}","{'modified s-transform', 's-transform'}",2,2
stbd,{'spatiotempor brain data'},{'spatiotemporal brain data'},1,1
stc,{'substitut then comparison'},{'substitution-then-comparison'},1,1
stdp,"{'spiketim depend plastic', 'spike time depend plastic', 'event driven spike time depend plastic'}","{'event-driven spike timing dependent plasticity', 'spiketiming-dependent plasticity', 'spike-timing dependent plasticity', 'spike-timing-dependent plasticity'}",4,4
stft,{'short time fourier transform'},{'short-time fourier transform'},1,1
stips,{'4 d spatio tempor interest point'},{'4-d spatio-temporal interest points'},1,1
stlf,{'short term load forecast'},{'short-term load forecasting'},1,1
stm,{'support tensor machin'},{'support tensor machine'},1,1
stps,{'sequenti tri disulfid peptid'},{'sequential tri-disulfide peptides'},1,1
sts,{'semant textual similar'},{'semantic textual similarity'},1,1
stsa,{'minimum mean squar error ( mmse ) short time spectral amplitud'},{'minimum mean-square error (mmse) short-time spectral amplitude'},1,1
stt-ram,{'spin toqu transfer ram'},{'spin toque transfer ram'},1,1
suas,{'small unman aircraft system'},{'small unmanned aircraft system'},1,1
subspace selection,{'or dimension reduct'},{'or dimensionality reduction'},1,1
sumo,{'simul of urban mobil'},{'simulator of urban mobility'},1,1
supervised,{'develop in field of'},{'development in field of'},1,1
surf,{'speed up robust featur'},{'speeded up robust features'},1,1
sv,{'flexibl support vector'},{'flexible support vector'},1,1
svc,"{'support vector cluster', 'scalabl video code'}","{'scalable video coding', 'support vector clustering'}",2,2
svcs,{'support vector classifi'},{'support vector classifiers'},1,1
svd,"{'singular valu decomposit', 'singular vector decomposit'}","{'singular vector decomposition', 'singular value decomposition'}",2,2
svdd,{'support vector data descript'},{'support vector data description'},1,1
sve,{'state vector estim'},{'state vector estimator'},1,1
svf,{'sky view factor'},{'sky view factor'},1,1
svm,"{'support vector machin', 'kernel support vector machin', 'multi class support vector machin', 'support vectormachin', 'semi supervis support vector machin', 'compact support vector machin', 'f ratio and support vector machin', 'the support vector machin'}","{'compact support vector machine', 'support vector machines', 'support vectormachine', 'supporter vector machine', 'semi-supervised support vector machine', 'supported vector machine', 'support vector machine', 'the support vector machine', 'kernel support vector machine', 'support-vector-machine', 'support-vector machine', 'multi-class support vector machines', 'f-ratio and support vector machine'}",13,13
svm-rfe,{'support vector machin recurs featur elimin'},{'support vector machine-recursive feature elimination'},1,1
svms,"{'support vector machin', 'distanc base learn method and nearest neighbor approach and kernel method   support vector machin', 'multiclass support vector machin', 'machin learn'}","{'support vector machines', 'support-vector machines', 'multiclass support vector machines', 'machine learning', 'distance-based learning methods and nearest-neighbor approach and kernel methods - support vector machines'}",5,5
svr,{'support vector regress'},{'support vector regression'},1,1
svrms,{'support vector regress machin'},{'support vector regression machines'},1,1
svt,{'support valu transform'},{'support value transform'},1,1
sw,{'small world'},{'small-world'},1,1
swm,{'social work memori'},{'social working memory'},1,1
swn,{'sentiwordnet'},{'sentiwordnet'},1,1
swt,{'stationari wavelet transform'},{'stationary wavelet transform'},1,1
syk,{'spleen tyrosin kinas'},{'spleen tyrosine kinase'},1,1
sysml,{'system model languag'},{'systems modelling language'},1,1
tace,{'tnf α convert enzym'},{'tnf-α converting enzyme'},1,1
tact,{'transfer actor critic learn'},{'transfer actor-critic learning'},1,1
tbw,{'total bodi water'},{'total body water'},1,1
tcfec,{'traffic classif framework base on ensembl cluster'},{'traffic classification framework based on ensemble clustering'},1,1
tcga,{'the cancer genom atlas'},{'the cancer genome atlas'},1,1
tcm,"{'tradit chines medicin', 'transduct confid machin'}","{'transductive confidence machines', 'traditional chinese medicine'}",2,2
tcm-knn,{'transduct confid machin for k nearest neighbor'},{'transductive confidence machines for k-nearest neighbors'},1,1
tcp,{'wireless transmiss control protocol'},{'wireless transmission control protocol'},1,1
tcps,{'transport base cyberphys system'},{'transportation-based cyberphysical systems'},1,1
tct,{'thermal cyclic test'},{'thermal cyclic test'},1,1
tdd,{'time divis duplex'},{'time division duplex'},1,1
tdl,{'tempor differ learn'},{'temporal difference learning'},1,1
tdnn,{'time delay neural network'},{'time-delay neural network'},1,1
tdr,{'time domain reflectrometri'},{'time-domain reflectrometry'},1,1
tdwz,{'transform domain wyner ziv video code'},{'transform domain wyner-ziv video coding'},1,1
tei,{'total exposur index'},{'total exposure index'},1,1
telm-tda,{'target domain adapt transfer elm'},{'target domain adaptation transfer elm'},1,1
tes,{'transcrani electr stimul'},{'transcranial electrical stimulation'},1,1
tf,{'time frequenc'},{'time-frequency'},1,1
tfms,{'three axi fluxgat magnetomet'},{'three-axis fluxgate magnetometers'},1,1
tfrc,{'tcp friend rate control'},{'tcp-friendly rate control'},1,1
tft,{'thin film transistor'},{'thin-film transistor'},1,1
the,{'time higher educ'},{'times higher education'},1,1
the ondol system,{'korean hous heat system'},{'korean house-heating system'},1,1
thr,{'total hip replac'},{'total hip replacement'},1,1
tio2,{'titanium dioxid'},{'titanium dioxide'},1,1
tir,{'thermal infrar'},{'thermal-infrared'},1,1
tiso,{'two input singl output'},{'two-input single-output'},1,1
tks,{'task knowledg structur'},{'task knowledge structures'},1,1
tl,{'transfer learn'},{'transfer learning'},1,1
tlc,{'tripl level cell'},{'triple-level cell'},1,1
tld,{'track learn detect'},{'tracking-learning-detection'},1,1
tle,{'tempor lobe epilepsi'},{'temporal lobe epilepsy'},1,1
tls,"{'terrestri laser scan', 'transport layer secur'}","{'terrestrial laser scanning', 'transport layer security'}",2,2
tma,{'tissu microarray'},{'tissue microarray'},1,1
tmg,{'text to matrix generat'},{'text to matrix generator'},1,1
tmu,{'total measur uncertainti'},{'total measurement uncertainty'},1,1
tof,{'time of flight'},{'time of flight'},1,1
tou,{'time of use'},{'time-of-use'},1,1
tpa,{'total predict accuraci'},{'total prediction accuracy'},1,1
tr,{'trace ratio'},{'trace ratio'},1,1
traci,{'traffic control interfac'},{'traffic control interface'},1,1
transportation,{'traffic control'},{'traffic control'},1,1
triz,{'theori of invent problem solv'},{'theory of inventive problem solving'},1,1
trp,{'total radiat power'},{'total radiated power'},1,1
ts,{'troubleshoot'},{'troubleshooting'},1,1
ts-phmm,{'two stage hidden markov model'},{'two stage hidden markov model'},1,1
tsa,"{'twitter sentiment analysi', 'transient stabil assess', 'time seri analysi'}","{'transient stability assessment', 'twitter sentiment analysis', 'time series analysis'}",3,3
tsc,"{'two layer spars code', 'time seri classif'}","{'time-series classification', 'two-layer sparse coding'}",2,2
tsk,"{'takagi sugeno kang', 'deep learn takagi sugeno kang'}","{'takagi-sugeno-kang', 'deep learning takagi-sugeno-kang'}",2,2
tsp,{'travel salesman problem'},{'traveling salesman problem'},1,1
tsv,"{'through silicon via', 'throung silicon via'}","{'through silicon vias', 'through-silicon via', 'through silicon via', 'throung silicon via'}",4,4
tsvm,{'twin support vector machin'},{'twin support-vector machine'},1,1
ttf,{'time to failur'},{'time to failure'},1,1
ttt,{'time temperatur transform'},{'time-temperature-transformation'},1,1
ttts,{'twin to twin transfus syndrom'},{'twin-to-twin transfusion syndrome'},1,1
tucker,{'higher order princip compon analysi'},{'higher-order principal components analysis'},1,1
tv,{'total variat'},{'total variation'},1,1
txm,{'transmiss x ray microscopi'},{'transmission x-ray microscopy'},1,1
u-ae,{'universum autoencod'},{'universum autoencoders'},1,1
uav,{'unman aerial vehicl'},"{'unmanned aerial vehicles', 'unmanned aerial vehicle'}",2,2
uavs,{'unman aerial vehicl'},{'unmanned aerial vehicles'},1,1
ubm-map-gmm,{'univers background model maximum a posteriori gaussian mixtur model'},{'universal background model maximum a posteriori gaussian mixture model'},1,1
ucd,{'user center design'},{'user-centered design'},1,1
ucs,{'ultracapacitor'},{'ultracapacitors'},1,1
udn,{'ultra dens network'},{'ultra dense network'},1,1
uem,{'urban energi model'},{'urban energy modelling'},1,1
ugc,{'user generat content'},{'user-generated content'},1,1
ugw,{'ultrason guid wave'},"{'ultrasonic guided waves', 'ultrasonic guided wave'}",2,2
uhi,{'urban heat island'},{'urban heat island'},1,1
uhr,{'ultra high risk'},{'ultra high risk'},1,1
uhs,{'uniform hazard spectrum'},{'uniform hazard spectrum'},1,1
ul,{'unsupervis learn'},{'unsupervised learning'},1,1
um,{'user model'},{'user modeling'},1,1
umls,"{'unifi medic languga system', 'unifi medic languag system'}","{'unified medical langugae system', 'unified medical language system'}",2,2
umts,{'univers mobil telecommun system'},{'universal mobile telecommunications system'},1,1
unsupervised,{'machin learn'},{'machine learning'},1,1
upnb,{'uniform prior naiv bay'},{'uniform prior naive bayes'},1,1
urap,{'univers rank by academ perform'},{'university ranking by academic performance'},1,1
url,{'malici uniform resourc locat'},{'malicious uniform resource locator'},1,1
us,{'ultrasound'},{'ultrasound'},1,1
usb-bbr,{'unsupervis score base bound box regress'},{'unsupervised score-based bounding box regression'},1,1
usv,{'unman surfac vehicl'},{'unmanned surface vehicle'},1,1
usvm,{'unascertain support vector machin'},{'unascertained support vector machine'},1,1
uukl,{'up up keystrok latenc'},{'up-up keystroke latency'},1,1
uwb,"{'ultra wide band', 'ultra wideband'}","{'ultra wide-band', 'ultra-wideband', 'ultra wideband'}",3,3
ux,{'manufactur user experi'},{'manufacturing user experience'},1,1
uxo,{'unexplod ordnanc'},{'unexploded ordnance'},1,1
v-svc,{'μ support vector classif'},{'μ-support vector classification'},1,1
v-svr,{'v support vector regress'},{'v-support vector regression'},1,1
vad,{'voic activ detect'},{'voice activity detection'},1,1
vae,{'variat auto encod'},"{'variational auto-encoders', 'variational auto-encoder'}",2,2
vanet,{'vehicular ad hoc network'},{'vehicular ad-hoc network'},1,1
vanets,{'vehicular ad hoc network'},"{'vehicular ad-hoc networks', 'vehicular ad hoc networks'}",2,2
vav,{'variabl air volum'},{'variable air volume'},1,1
vc,"{'vapnik chervonenki', 'vapnik   chervonenki', 'vote count'}","{'vapnik - chervonenkis', 'vapnik-chervonenkis', 'vote count'}",3,3
vc-dim,{'vapnik   chervonenki dimens'},{'vapnik - chervonenkis dimension'},1,1
vcs,{'version control system'},{'version control systems'},1,1
vegfr-2,{'vascular endotheli growth factor receptor 2'},{'vascular endothelial growth factor receptor 2'},1,1
vf,{'ventricular fibril'},{'ventricular fibrillation'},1,1
vfa,{'viscer fat area'},{'visceral fat area'},1,1
vfis,{'voltag frequenc island'},{'voltage-frequency islands'},1,1
vho,{'vertic handoff'},{'vertical handoff'},1,1
vhr,{'veri high resolut'},"{'very high resolution', 'very high-resolution', 'very-high-resolution'}",3,3
vi,"{'visual impair', 'variat inequ'}","{'visually impaired', 'variational inequality'}",2,2
virs-200,{'visibl infrar scanner'},{'visible infrared scanner'},1,1
visual slam,{'simultan local and map'},{'simultaneous localization and mapping'},1,1
vlad,{'vector of local aggreg descriptor'},{'vector of locally aggregated descriptors'},1,1
vlc,{'visibl light communic'},{'visible light communications'},1,1
vlp,{'visibl light posit'},{'visible light positioning'},1,1
vlr,"{'veri low resolut', 'vehicl logo recognit'}","{'vehicle logo recognition', 'very low resolution'}",2,2
vlsi,{'veri larg scale integr'},"{'very large scale integration', 'very large-scale integration'}",2,2
vm,{'vehicl model'},{'vehicle modeling'},1,1
vmr,{'vehicl manufactur recognit'},{'vehicle manufacturer recognition'},1,1
vod,{'video on demand'},{'video on-demand'},1,1
vpmcd,{'variabl predict model base class discrimin'},{'variable predictive model-based class discrimination'},1,1
vq,{'vector quantize'},{'vector quantization'},1,1
vqa,"{'visual question answer', 'visual question and answer', 'video qualiti assess'}","{'visual question answering', 'visual question and answering', 'video quality assessment'}",3,3
vr,{'virtual realiti'},{'virtual reality'},1,1
vrf,{'variabl refriger flow'},{'variable refrigerant flow'},1,1
vs,"{'volterra seri', 'virtual sens'}","{'volterra series', 'virtual sensing'}",2,2
vt,{'ventricular tachycardia'},{'ventricular tachycardia'},1,1
vtc,{'video transcod'},{'video transcoding'},1,1
vtt,{'visual ture test'},{'visual turing test'},1,1
vw-sae,{'variabl wise weight sae'},{'variable-wise weighted sae'},1,1
wadc,{'wide area damp control'},{'wide-area damping controller'},1,1
wampac,{'and control'},{'and control'},1,1
wams,{'wide area measur system'},{'wide-area measurement system'},1,1
wban,"{'wireless bodi area network', 'wireless bodi area sensor network'}","{'wireless body area sensor network', 'wireless body area network'}",2,2
wbc,{'white blood cell'},{'white blood cell'},1,1
